Name,Type,Compiled
ROLE_OPERATION_RELATION,TABLE,2022/7/27 13:44
ROLE_RESOURCE_RELATION,TABLE,2022/7/27 13:44
ROUTE_ARC,TABLE,2022/7/27 13:44
ROUTE_FORBIDDENTURN,TABLE,2022/7/27 13:44
ROUTE_INTERSECTION,TABLE,2022/7/27 13:44
ROUTE_JOINPOINT,TABLE,2022/7/27 13:44
ROUTE_LANE,TABLE,2022/7/27 13:44
ROUTE_LANE_RELATIONS,TABLE,2022/7/27 13:44
ROUTE_NODE,TABLE,2022/7/27 13:44
ROUTE_NODE_RELATIONS,TABLE,2022/7/27 13:44
ROUTE_ROAD,TABLE,2022/7/27 13:44
ROUTE_ROADLINE,TABLE,2022/7/27 13:44
ROUTE_ROADLINK,TABLE,2022/7/27 13:44
ROUTE_SECTION,TABLE,2022/7/27 13:46
ROUTE_UTC_SECTION,TABLE,2022/7/27 13:44
ROUTE_VIO_INTS,TABLE,2022/7/27 13:44
SCREEN_MODES,TABLE,2022/7/27 13:44
SEARCHTRACKING,TABLE,2022/7/27 13:44
SECTION_COMPUTER_30MIN,TABLE,2022/7/27 13:44
SECTION_COMPUTER_DAY,TABLE,2022/7/27 13:44
SECTION_COMPUTER_HOUR,TABLE,2022/7/27 13:44
SECTION_CONGESTION,TABLE,2022/7/27 13:44
SECTION_DEVICE,TABLE,2022/7/27 13:48
SECTION_FLOW_DATA,TABLE,2022/7/27 13:44
SECTION_FLOW_DATA_SUM5,TABLE,2022/7/27 13:47
SECTION_JAM_LENGTH,TABLE,2022/7/27 13:44
SECTION_STATUS_COMPUTE,TABLE,2022/7/27 13:44
SECTION_STATUS_DATA,TABLE,2022/7/27 13:45
SECTION_STATUS_DATA_VERIFY,TABLE,2022/7/27 13:45
SECTION_STATUS_PRESENT,TABLE,2022/7/27 13:45
SECTION_USUALCONGESTIONMGR,TABLE,2022/7/27 13:45
SERVER_INFO,TABLE,2022/7/27 13:45
SMG_DRIVER,TABLE,2022/7/27 13:51
SMG_VEHINFO,TABLE,2022/7/27 13:51
SMS_ACCESS_TOKEN,TABLE,2022/7/27 13:51
SMS_CONTACT,TABLE,2022/7/27 13:45
SMS_DATA,TABLE,2022/7/27 13:45
SMS_DETAIL,TABLE,2022/7/27 13:45
SMS_MSG_ACCESS_TOKEN,TABLE,2022/7/27 13:51
SMS_MULT_DATA,TABLE,2022/7/27 13:45
SMS_SEND_RULE,TABLE,2022/7/27 13:45
STATISTIC_ROLE_RELATION,TABLE,2022/7/27 13:46
STATUS,TABLE,2022/7/27 13:45
STAT_ILLEGAL_BEHAVIOR_DEPT,TABLE,2022/7/27 13:49
STAT_ILLEGAL_BEHAVIOR_DEPT1,TABLE,2022/7/27 13:49
STAT_ILLEGAL_BEHAVIOR_OPER,TABLE,2022/7/27 13:49
SVGEDITINFO,TABLE,2022/7/27 13:51
SVMS_ALARMINFO,TABLE,2022/7/27 13:50
SVMS_DRIVERINFO,TABLE,2022/7/27 13:50
SVMS_VEHINFO,TABLE,2022/7/27 13:50
SVMS_VEHOWNER,TABLE,2022/7/27 13:50
SVMS_VEH_APPROVAL_HIS,TABLE,2022/7/27 13:50
SVMS_VEH_DRIVER,TABLE,2022/7/27 13:50
SVMS_VEH_PASSINFO,TABLE,2022/7/27 13:50
SVMS_VEH_PASS_INFO_ROUTE,TABLE,2022/7/27 13:50
SVMS_VEH_PASS_ROUTE,TABLE,2022/7/27 13:50
SVMS_VEH_ROUTE_DEVICE,TABLE,2022/7/27 13:50
SYSPARAMS,TABLE,2022/7/27 13:45
SYS_ONLINEUSERINFO,TABLE,2022/7/27 13:46
SYS_PERSONALINFO,TABLE,2022/7/27 13:46
TD_TRAVELSPEED_RESULT_NEW,TABLE,2022/7/27 13:49
TEMPLATE_ELEMENT_INFO,TABLE,2022/7/27 13:45
TEMPLATE_ELEMENT_VALUE,TABLE,2022/7/27 13:45
TGS_VMS_ELEMENT,TABLE,2022/7/27 13:48
TGS_VMS_ELEMENT_LIST,TABLE,2022/7/27 13:48
TGS_VMS_ELEMENT_RE,TABLE,2022/7/27 13:48
TGS_VMS_GROUP_LIST,TABLE,2022/7/27 13:48
TGS_VMS_LISTELEMENT_RE,TABLE,2022/7/27 13:48
TGS_VMS_SCHEDULE,TABLE,2022/7/27 13:48
TGS_VMS_SCHEDULE_HIS,TABLE,2022/7/27 13:48
TGS_VMS_SCHEDULE_PLAN,TABLE,2022/7/27 13:48
TGS_VMS_SCHEDULE_PLAN_HIS,TABLE,2022/7/27 13:48
TGS_VMS_SHOWLIST,TABLE,2022/7/27 13:48
TGS_VMS_SOLULIST_RE,TABLE,2022/7/27 13:48
TGS_VMS_SOLUTION,TABLE,2022/7/27 13:48
TJ_6IN1IMP_ILLEGAL_DATA,TABLE,2022/7/27 13:50
TJ_OWNERSTATUS_HISTORY,TABLE,2022/7/27 13:51
TJ_SVMS_NOTICEINFO,TABLE,2022/7/27 13:51
TJ_SVMS_REGULARINSPECT,TABLE,2022/7/27 13:50
TJ_SVMS_VISITFEEDBACKLIST,TABLE,2022/7/27 13:50
TJ_SVMS_VISITLIST,TABLE,2022/7/27 13:50
TOC_LIMIT_RULES,TABLE,2022/7/27 13:50
TOC_LIMIT_TYPE,TABLE,2022/7/27 13:50
TOC_LIMIT_TYPE_RELATION_CAR,TABLE,2022/7/27 13:51
TPMS_AREA,TABLE,2022/7/27 13:47
TPMS_DUTY,TABLE,2022/7/27 13:47
TPMS_DUTY_POLICE,TABLE,2022/7/27 13:47
TPMS_EVALUATION,TABLE,2022/7/27 13:47
TPMS_EXCT,TABLE,2022/7/27 13:47
TPMS_EXCT_CMD,TABLE,2022/7/27 13:47
TPMS_EXCT_OPER,TABLE,2022/7/27 13:47
TPMS_EXCT_OPER_DETAIL,TABLE,2022/7/27 13:47
TPMS_EXCT_SCENE,TABLE,2022/7/27 13:47
TPMS_EXPRESSWAY_VMS_PLAN,TABLE,2022/7/27 13:47
TPMS_FIELD,TABLE,2022/7/27 13:47
TPMS_FILE,TABLE,2022/7/27 13:47
TPMS_FOG_MODELS,TABLE,2022/7/27 13:49
TPMS_FOG_MODELS_BACKUP,TABLE,2022/7/27 13:49
TPMS_FOG_PLAN,TABLE,2022/7/27 13:47
TPMS_PLAN_INFO,TABLE,2022/7/27 13:47
TPMS_POLICE_SUPERVISION,TABLE,2022/7/27 13:47
TPMS_PRESETCMD,TABLE,2022/7/27 13:47
TPMS_PROPAGANDA_ELEMENT,TABLE,2022/7/27 13:47
TPMS_PROPAGANDA_PLAN,TABLE,2022/7/27 13:47
TPMS_RELATE_DEVICE,TABLE,2022/7/27 13:47
TPMS_SCENE,TABLE,2022/7/27 13:47
TPMS_TEMPLATE,TABLE,2022/7/27 13:47
TPMS_UTC_PLAN,TABLE,2022/7/27 13:47
TPMS_VIDEO_PLAN,TABLE,2022/7/27 13:47
TPMS_VMS_PLAN,TABLE,2022/7/27 13:47
TPMS_VMS_PLAN_BACKUP,TABLE,2022/7/27 13:47
TRAFFIC_EXPONENT,TABLE,2022/7/27 13:45
TRAFFIC_INFO,TABLE,2022/7/27 13:45
TRAFFIC_STATISTICS,TABLE,2022/7/27 13:45
TRAFFIC_STATISTICS_ROAD,TABLE,2022/7/27 13:45
TRAFFIC_STATISTICS_ROAD_EM,TABLE,2022/7/27 13:48
TS_SPEED_HIERARCHY_DEVICE,TABLE,2022/7/27 13:49
T_TJSJTBPTGX_EVN_CJD,TABLE,2022/7/27 13:50
T_TJSJTBPTGX_EVN_FKD,TABLE,2022/7/27 13:50
T_TJSJTBPTGX_EVN_JJD,TABLE,2022/7/27 13:50
T_USER_LOGIN_HISTORY,TABLE,2022/7/27 13:46
USER_DOWNLOAD_VIDEO_PATH,TABLE,2022/7/27 13:46
USER_FAVOR_LAYER,TABLE,2022/7/27 13:45
USER_HOTKEY,TABLE,2022/7/27 13:46
USER_LOGINFAIL_HISTORY,TABLE,2022/7/27 13:46
USER_ROLE_RELATION,TABLE,2022/7/27 13:46
UTC_CONTROL_RECORD,TABLE,2022/7/27 13:45
VEHICAL_RUN_ROUTE,TABLE,2022/7/27 13:45
VEHICLE,TABLE,2022/7/27 13:49
VEHICLE_BRAND,TABLE,2022/7/27 13:45
VEHICLE_TYPE,TABLE,2022/7/27 13:45
VEH_CODE,TABLE,2022/7/27 13:45
VEH_INFO,TABLE,2022/7/27 13:45
VIDEOLINE,TABLE,2022/7/27 13:46
VIDEOORDER,TABLE,2022/7/27 13:45
VIDEO_LINE_ASSORTMENT,TABLE,2022/7/27 13:46
VIDEO_PATROL_DETAIL,TABLE,2022/7/27 13:45
VIDEO_PATROL_DUTY,TABLE,2022/7/27 13:45
VIDEO_RECOMMEND,TABLE,2022/7/27 13:45
VIDEO_RECOMMEND_STATISTICS,TABLE,2022/7/27 13:45
VIDEO_RECOMMEND_TIMES,TABLE,2022/7/27 13:45
VIO_CODEROAD,TABLE,2022/7/27 13:45
VIO_CODEROAD_GEOMETRY,TABLE,2022/7/27 13:45
VIO_ROADCROSS,TABLE,2022/7/27 13:45
VIO_ROAD_APPLY,TABLE,2022/7/27 13:45
VIO_ROAD_HANDOVER,TABLE,2022/7/27 13:45
VIO_ROAD_MAINTANCE,TABLE,2022/7/27 13:45
VIO_ROAD_SUGGESTION,TABLE,2022/7/27 13:45
VMSIMAGE_SECTIONS,TABLE,2022/7/27 13:45
VMS_COMMON_GROUP,TABLE,2022/7/27 13:48
VMS_CURRENT_PUBCAN_STATUS,TABLE,2022/7/27 13:48
VMS_DEFAULT_PROGRAM,TABLE,2022/7/27 13:48
VMS_ELEMENT_TYPE,TABLE,2022/7/27 13:45
VMS_EXPRESSWAY_DEFAULT_ELEMENT,TABLE,2022/7/27 13:48
VMS_EXPRESSWAY_ELEMENT_GROUP,TABLE,2022/7/27 13:48
VMS_EXPRESSWAY_ELEMENT_LANE,TABLE,2022/7/27 13:48
VMS_EXPRESSWAY_GROUP,TABLE,2022/7/27 13:48
VMS_EXPRESSWAY_GROUP_DEVICE,TABLE,2022/7/27 13:48
VMS_GROUP_DEVICE,TABLE,2022/7/27 13:48
VMS_IMAGE_RELATION,TABLE,2022/7/27 13:48
VMS_LOG,TABLE,2022/7/27 13:48
VMS_LOG_ELEMENT,TABLE,2022/7/27 13:48
VMS_OPEN_CYCLE,TABLE,2022/7/27 13:48
VMS_OPEN_MESSAGE,TABLE,2022/7/27 13:48
VMS_OPEN_PLAN,TABLE,2022/7/27 13:48
VMS_PLAN,TABLE,2022/7/27 13:48
VMS_PLAN_HIS,TABLE,2022/7/27 13:48
VMS_PRESET_ELEMENT,TABLE,2022/7/27 13:48
VMS_PRESET_ELEMENT_ILL,TABLE,2022/7/27 13:48
VMS_PUB_CYCLE,TABLE,2022/7/27 13:48
VMS_PUB_DEFAULT,TABLE,2022/7/27 13:48
VMS_ROAD_STATUS_MONOPOLY,TABLE,2022/7/27 13:48
VMS_ROAD_STATUS_MONOPOLY_INFO,TABLE,2022/7/27 13:48
VMS_ROAD_VIDEO_RELATION,TABLE,2022/7/27 13:48
VMS_SECTIONS,TABLE,2022/7/27 13:48
VMS_SECTION_EVENT_SET,TABLE,2022/7/27 13:48
VMS_SECTION_TEXT,TABLE,2022/7/27 13:48
VMS_SHOWCONTENT,TABLE,2022/7/27 13:48
VMS_SHOWLIST,TABLE,2022/7/27 13:49
VMS_STATUS_CHECK,TABLE,2022/7/27 13:49
VMS_VIDEO_RELATION,TABLE,2022/7/27 13:49
VOCATION,TABLE,2022/7/27 13:45
WBC_CHARTS,TABLE,2022/7/27 13:46
WBC_FAST_MENU,TABLE,2022/7/27 13:45
WBC_MENU_CHART_RELATION,TABLE,2022/7/27 13:45
WBC_NOTICES,TABLE,2022/7/27 13:45
WBC_NOTICES_USERS,TABLE,2022/7/27 13:45
WBC_NOTICE_INFO,TABLE,2022/7/27 13:45
WBC_TODOS_TYPE,TABLE,2022/7/27 13:45
WBC_TODOS_USERS,TABLE,2022/7/27 13:45
WBC_USER_CHART,TABLE,2022/7/27 13:45
WBC_USER_THEME,TABLE,2022/7/27 13:45
WECHAT_PUB_FEEDBACK,TABLE,2022/7/27 13:48
WHITELIST,TABLE,2022/7/27 13:45
WORKLOADSOURCE,TABLE,2022/7/27 13:47
YELLO_SIGN_CAR,TABLE,2022/7/27 13:45
BLACK_ALERT_FRONT_CONFIG_SEQ,SEQUENCE,2022/7/27 13:45
CONSTRUCTION_ID_SEQ,SEQUENCE,2022/7/27 13:45
CONSTRUCTION_SEQ,SEQUENCE,2022/7/27 13:45
EQUIP_SERVICE_LEVEL_SEQ,SEQUENCE,2022/7/27 13:45
EQUIP_SERVICE_PROVIDER_SMS_SEQ,SEQUENCE,2022/7/27 13:45
LV_DIRVER_SEQ,SEQUENCE,2022/7/27 13:45
LV_NLV_VIOLATION_SEQ,SEQUENCE,2022/7/27 13:45
LV_VEHICLE_SEQ,SEQUENCE,2022/7/27 13:45
PASS_MGR_SEQ,SEQUENCE,2022/7/27 13:45
SEQ_BLACK_LIST_MANAGE_RECORD,SEQUENCE,2022/7/27 13:45
SEQ_MONITOR_SECTION_POINT,SEQUENCE,2022/7/27 13:45
SEQ_TD_TRAVELSPEED_RESULT_NEW,SEQUENCE,2022/7/27 13:47
STAT_TRAFFIC_FLOW_DAY_SEQ,SEQUENCE,2022/7/27 13:45
STAT_TRAFFIC_FLOW_HOUR_SEQ,SEQUENCE,2022/7/27 13:45
BLACK_LOW_ANALYSIS_DATA_VIEW,VIEW,2022/7/27 13:45
CAR_GPS_STATUS_VIEW,VIEW,2022/7/27 13:45
CONFIG_CROSSING,VIEW,2022/7/27 13:45
CONFIG_ORG,VIEW,2022/7/27 13:45
CONFIG_ROADS,VIEW,2022/7/27 13:45
DETECT_SPEED_DATA_HAIBO_VIEW,VIEW,2022/7/27 13:45
GPS_NEW_DATA,VIEW,2022/7/27 13:45
GPS_REAL_DATA,VIEW,2022/7/27 13:45
GPS_STATUS_VIEW,VIEW,2022/7/27 13:45
HRV_GPS_DDM_VIEW,VIEW,2022/7/27 13:47
HRV_GPS_VIEW,VIEW,2022/7/27 13:49
HRV_GPS_VIEW_LASTED,VIEW,2022/7/27 13:47
HRV_SECTION_STATUS_VIEW,VIEW,2022/7/27 13:48
POLICE_GPS_RELATION_VIEW,VIEW,2022/7/27 13:49
POLICE_STATUS_VIEW,VIEW,2022/7/27 13:46
SECTION_STATUS_CURRENT,VIEW,2022/7/27 13:48
SECTION_STATUS_PRESENT_VIEW,VIEW,2022/7/27 13:51
SECTION_STATUS_VIEW,VIEW,2022/7/27 13:45
SECTION_VOLUME_VIEW,VIEW,2022/7/27 13:45
SYSTEM_OPERATOR,VIEW,2022/7/27 13:45
TPMS_POLICE_DEVICE,VIEW,2022/7/27 13:47
VEHICLE_BRAND_MAIN_SUB,VIEW,2022/7/27 13:45
VEH_INFO_LOCAL,VIEW,2022/7/27 13:45
VEH_INFO_VIEW,VIEW,2022/7/27 13:45
VEH_XH_VIEW,VIEW,2022/7/27 13:45
ADVANCE_SUPPORT_PKG,PACKAGE,2022/7/27 13:45
DATA_ANALYSIS_PKG,PACKAGE,2022/7/27 13:45
DUTY3_AUDIT_AUTO_PKG,PACKAGE,2022/7/27 13:45
DUTY3_AUDIT_AUTO_PKG2,PACKAGE,2022/7/27 13:45
DUTY3_SUPPORT_PKG,PACKAGE,2022/7/27 13:45
TABLETYPE,TYPE,2022/7/27 13:45
TT_06_AUTOREF_OID_COLL_TYPE,TYPE,2022/7/27 13:45
ZH_CONCAT_IM,TYPE,2022/7/27 13:45
FORMAT_TIME,FUNCTION,2022/7/27 13:45
F_TRANS_PINYIN_CAPITAL,FUNCTION,2022/7/27 13:45
F_TRANS_PINYIN_CAPITAL_H,FUNCTION,2022/7/27 13:45
GETEXPIRATEDAYS,FUNCTION,2022/7/27 13:45
GET_BURSTEVENT_DUTYTIME,FUNCTION,2022/7/27 13:45
GET_DEVICE_NAME,FUNCTION,2022/7/27 13:45
GET_PREBYDEVICEID,FUNCTION,2022/7/27 13:45
GPS_OFFSET_LENGTH,FUNCTION,2022/7/27 13:45
REGEXP_LIKE_NUMBER,FUNCTION,2022/7/27 13:45
REGEXP_LIKE_NUMBER_COMP,FUNCTION,2022/7/27 13:45
ROADLENGTHINEREA,FUNCTION,2022/7/27 13:45
SPLIT,FUNCTION,2022/7/27 13:45
ZH_CONCAT,FUNCTION,2022/7/27 13:45
ADDCONTROLTYPE,PROCEDURE,2022/7/27 13:45
ADDCONTROLTYPEINIT,PROCEDURE,2022/7/27 13:45
ALERT_ANALYSIS_MIDDLE_DATA,PROCEDURE,2022/7/27 13:45
ANALYSIS_SUM5_SECTION_FLOW_PRO,PROCEDURE,2022/7/27 13:45
ANALYSIS_SUM_CROSS_FLOW_PRO,PROCEDURE,2022/7/27 13:45
ANALYSIS_SUM_SECTION_FLOW_PRO,PROCEDURE,2022/7/27 13:45
ANLYS_HIGHSECTION_COMPUTE_PRO,PROCEDURE,2022/7/27 13:45
ANLYS_KAKOU_FLOW_PRO,PROCEDURE,2022/7/27 13:45
APROC1,PROCEDURE,2022/7/27 13:45
APROC2,PROCEDURE,2022/7/27 13:45
ARRANGE_ALERT_POINT_COUNT,PROCEDURE,2022/7/27 13:45
ARRANGE_BLACK_ALERT_COUNT,PROCEDURE,2022/7/27 13:45
ARRANGE_LOW_ANALYSIS,PROCEDURE,2022/7/27 13:45
ARRANGE_LOW_ANALYSIS_MONTH,PROCEDURE,2022/7/27 13:45
BLACK_LIST_MANAGE_RECORD_DEL,PROCEDURE,2022/7/27 13:45
CHANGECONTROLTYPE,PROCEDURE,2022/7/27 13:45
CONTROLTYPEINIT,PROCEDURE,2022/7/27 13:45
DELETECONTROLTYPE,PROCEDURE,2022/7/27 13:45
DEL_NOUSE,PROCEDURE,2022/7/27 13:45
GETUPDATETIME_TEST,PROCEDURE,2022/7/27 13:45
IMPORTBLACKLIST,PROCEDURE,2022/7/27 13:45
INSERT_INTO_TRAFFIC_STATISTICS,PROCEDURE,2022/7/27 13:48
INSPECTACCOUNTMIDDLEDATA,PROCEDURE,2022/7/27 13:45
PASS_MGR_INFO_PRO,PROCEDURE,2022/7/27 13:45
PROC_DROP_DETECT_PATITION,PROCEDURE,2022/7/27 13:45
PROC_DSD_SUM,PROCEDURE,2022/7/27 13:45
PROC_DVS_CARNUM_ONWAY_SUM,PROCEDURE,2022/7/27 13:45
PROC_DVS_GS_CARNUM_ONWAY_SUM,PROCEDURE,2022/7/27 13:45
PROC_DVS_INOUTCITY_FLOW_SUM,PROCEDURE,2022/7/27 13:45
PROC_DVS_INOUTGS_FLOW_SUM,PROCEDURE,2022/7/27 13:45
PROC_GS_DROPOVERDUEDATA,PROCEDURE,2022/7/27 13:45
PROC_HRV_CARNUM_ONWAY_SUM,PROCEDURE,2022/7/27 13:49
PROC_IDG_SUM,PROCEDURE,2022/7/27 13:45
PROC_INOUTCITY_SUM,PROCEDURE,2022/7/27 13:46
PROC_PCG_SUM,PROCEDURE,2022/7/27 13:46
PROC_PC_SUM,PROCEDURE,2022/7/27 13:46
PROC_SSC_AVG_PRE,PROCEDURE,2022/7/27 13:46
PROC_SSD_AVG_PRE,PROCEDURE,2022/7/27 13:46
PROC_SSD_AVG_PRE2,PROCEDURE,2022/7/27 13:46
RSEQ,PROCEDURE,2022/7/27 13:46
STAT_ILLEGAL_DEPT_PRO_NEW,PROCEDURE,2022/7/27 13:49
STAT_ILLEGAL_OPER_PRO,PROCEDURE,2022/7/27 13:49
UPDATE_LOW_ANALYSIS_RELATION,PROCEDURE,2022/7/27 13:45
WORKLOAD_STAT_BY_DEPT,PROCEDURE,2022/7/27 13:49
ZONGDUI_CJG_IMPORT,PROCEDURE,2022/7/27 13:46
ZH_CONCAT_IM,TYPE BODY,2022/7/27 13:46
TRIGGER_BLACK_LIST_INSERT,TRIGGER,2022/7/27 13:46
TRIGGER_BLACK_LIST_UPDATE,TRIGGER,2022/7/27 13:46
TRIGGER_FRONT_CONFIG_DELETE,TRIGGER,2022/7/27 13:46
TRIGGER_FRONT_CONFIG_INSERT,TRIGGER,2022/7/27 13:46
TRIGGER_FRONT_CONFIG_UPDATE,TRIGGER,2022/7/27 13:46
TR_SEC_SSD,TRIGGER,2022/7/27 13:48
